 INFO 2022-10-13 18:45:23,749   root oops
 INFO 2022-10-14 11:45:00,325   root anuj
 INFO 2022-10-14 11:45:00,325   root bandari
 INFO 2022-10-14 11:45:00,325   root anuj@gmail.com
 INFO 2022-10-14 11:45:00,325   root 1996
 INFO 2022-10-14 11:45:00,325   root ______details of the car_____________________________
 INFO 2022-10-14 11:47:09,236   root #____________oops concept_________________
 INFO 2022-10-14 11:47:09,236   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 11:47:09,236   root anuj
 INFO 2022-10-14 11:47:09,237   root bandari
 INFO 2022-10-14 11:47:09,237   root anuj@gmail.com
 INFO 2022-10-14 11:47:09,237   root 1996
 INFO 2022-10-14 11:47:09,237   root ______details of the car_____________________________
 INFO 2022-10-14 11:47:09,237   root Force
 INFO 2022-10-14 11:47:09,237   root Gurkha
 INFO 2022-10-14 11:47:09,237   root 4WheelDrive
 INFO 2022-10-14 11:47:09,237   root 140000/-
 INFO 2022-10-14 11:47:09,237   root TopEnd
 INFO 2022-10-14 11:57:30,273   root #____________oops concept_________________
 INFO 2022-10-14 11:57:30,280   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 11:57:30,280   root anuj
 INFO 2022-10-14 11:57:30,280   root bandari
 INFO 2022-10-14 11:57:30,280   root anuj@gmail.com
 INFO 2022-10-14 11:57:30,280   root 1996
 INFO 2022-10-14 11:57:30,280   root ______details of the car_____________________________
 INFO 2022-10-14 11:57:48,652   root #____________oops concept_________________
 INFO 2022-10-14 11:57:48,652   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 11:57:48,652   root anuj
 INFO 2022-10-14 11:57:48,652   root bandari
 INFO 2022-10-14 11:57:48,652   root anuj@gmail.com
 INFO 2022-10-14 11:57:48,652   root 1996
 INFO 2022-10-14 11:57:48,652   root ______details of the car_____________________________
 INFO 2022-10-14 11:57:48,652   root Force
 INFO 2022-10-14 11:57:48,652   root Gurkha
 INFO 2022-10-14 11:57:48,652   root 4WheelDrive
 INFO 2022-10-14 11:57:48,652   root 14,00,00/-
 INFO 2022-10-14 11:57:48,652   root TopEnd
 INFO 2022-10-14 12:00:18,383   root #____________oops concept_________________
 INFO 2022-10-14 12:00:18,383   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 12:00:18,383   root anuj
 INFO 2022-10-14 12:00:18,383   root bandari
 INFO 2022-10-14 12:00:18,383   root anuj@gmail.com
 INFO 2022-10-14 12:00:18,383   root 1996
 INFO 2022-10-14 12:00:18,383   root ______details of the car_____________________________
 INFO 2022-10-14 12:00:18,384   root Force
 INFO 2022-10-14 12:00:18,384   root Gurkha
 INFO 2022-10-14 12:00:18,384   root 4WheelDrive
 INFO 2022-10-14 12:00:18,384   root 14,00,00/-
 INFO 2022-10-14 12:00:18,384   root TopEnd
 INFO 2022-10-14 12:00:18,384   root _______information about suv car__________
 INFO 2022-10-14 12:00:18,384   root Mahendra
 INFO 2022-10-14 12:00:18,384   root xuv500
 INFO 2022-10-14 12:00:18,384   root W10
 INFO 2022-10-14 12:00:18,384   root 22,00,00/-
 INFO 2022-10-14 12:00:18,384   root Diesel
 INFO 2022-10-14 12:00:18,384   root _______information about suv car__________
 INFO 2022-10-14 12:00:18,384   root Maruthi
 INFO 2022-10-14 12:00:18,384   root ciaz
 INFO 2022-10-14 12:00:18,384   root Alpha
 INFO 2022-10-14 12:00:18,384   root 8,99,500
 INFO 2022-10-14 12:00:18,384   root Petrol
 INFO 2022-10-14 12:00:52,062   root #____________oops concept_________________
 INFO 2022-10-14 12:00:52,062   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 12:00:52,062   root anuj
 INFO 2022-10-14 12:00:52,062   root bandari
 INFO 2022-10-14 12:00:52,062   root anuj@gmail.com
 INFO 2022-10-14 12:00:52,062   root 1996
 INFO 2022-10-14 12:00:52,062   root ______details of the car_____________________________
 INFO 2022-10-14 12:00:52,062   root Force
 INFO 2022-10-14 12:00:52,062   root Gurkha
 INFO 2022-10-14 12:00:52,062   root 4WheelDrive
 INFO 2022-10-14 12:00:52,063   root 14,00,00/-
 INFO 2022-10-14 12:00:52,063   root TopEnd
 INFO 2022-10-14 12:00:52,063   root _______information about suv car__________
 INFO 2022-10-14 12:00:52,063   root Mahendra
 INFO 2022-10-14 12:00:52,063   root xuv500
 INFO 2022-10-14 12:00:52,063   root W10
 INFO 2022-10-14 12:00:52,063   root 22,00,00/-
 INFO 2022-10-14 12:00:52,063   root Diesel
 INFO 2022-10-14 12:00:52,063   root _______information about suv car__________
 INFO 2022-10-14 12:00:52,063   root Maruthi
 INFO 2022-10-14 12:00:52,063   root ciaz
 INFO 2022-10-14 12:00:52,063   root Alpha
 INFO 2022-10-14 12:00:52,064   root 8,99,500
 INFO 2022-10-14 12:00:52,064   root Petrol
 INFO 2022-10-14 12:00:52,064   root <class '__main__.car'>
 INFO 2022-10-14 12:02:14,838   root #____________oops concept_________________
 INFO 2022-10-14 12:02:14,838   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 12:02:14,838   root anuj
 INFO 2022-10-14 12:02:14,838   root bandari
 INFO 2022-10-14 12:02:14,838   root anuj@gmail.com
 INFO 2022-10-14 12:02:14,839   root 1996
 INFO 2022-10-14 12:02:14,839   root ______details of the car_____________________________
 INFO 2022-10-14 12:02:14,839   root Force
 INFO 2022-10-14 12:02:14,839   root Gurkha
 INFO 2022-10-14 12:02:14,839   root 4WheelDrive
 INFO 2022-10-14 12:02:14,839   root 14,00,00/-
 INFO 2022-10-14 12:02:14,840   root TopEnd
 INFO 2022-10-14 12:02:14,840   root _______information about suv car__________
 INFO 2022-10-14 12:02:14,840   root Mahendra
 INFO 2022-10-14 12:02:14,840   root xuv500
 INFO 2022-10-14 12:02:14,840   root W10
 INFO 2022-10-14 12:02:14,840   root 22,00,00/-
 INFO 2022-10-14 12:02:14,840   root Diesel
 INFO 2022-10-14 12:02:14,840   root _______information about suv car__________
 INFO 2022-10-14 12:02:14,840   root Maruthi
 INFO 2022-10-14 12:02:14,840   root ciaz
 INFO 2022-10-14 12:02:14,841   root Alpha
 INFO 2022-10-14 12:02:14,841   root 8,99,500
 INFO 2022-10-14 12:02:14,842   root Petrol
 INFO 2022-10-14 12:02:14,842   root <class '__main__.car'>
 INFO 2022-10-14 12:02:53,447   root #____________oops concept_________________
 INFO 2022-10-14 12:02:53,447   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 12:02:53,447   root anuj
 INFO 2022-10-14 12:02:53,448   root bandari
 INFO 2022-10-14 12:02:53,448   root anuj@gmail.com
 INFO 2022-10-14 12:02:53,448   root 1996
 INFO 2022-10-14 12:02:53,448   root ______details of the car_____________________________
 INFO 2022-10-14 12:02:53,448   root # here off_roader_var, suv_var, seden_var are the class variable
 INFO 2022-10-14 12:02:53,448   root Force
 INFO 2022-10-14 12:02:53,448   root Gurkha
 INFO 2022-10-14 12:02:53,448   root 4WheelDrive
 INFO 2022-10-14 12:02:53,448   root 14,00,00/-
 INFO 2022-10-14 12:02:53,448   root TopEnd
 INFO 2022-10-14 12:02:53,448   root _______information about suv car__________
 INFO 2022-10-14 12:02:53,448   root Mahendra
 INFO 2022-10-14 12:02:53,448   root xuv500
 INFO 2022-10-14 12:02:53,449   root W10
 INFO 2022-10-14 12:02:53,449   root 22,00,00/-
 INFO 2022-10-14 12:02:53,449   root Diesel
 INFO 2022-10-14 12:02:53,449   root _______information about suv car__________
 INFO 2022-10-14 12:02:53,449   root Maruthi
 INFO 2022-10-14 12:02:53,449   root ciaz
 INFO 2022-10-14 12:02:53,449   root Alpha
 INFO 2022-10-14 12:02:53,449   root 8,99,500
 INFO 2022-10-14 12:02:53,449   root Petrol
 INFO 2022-10-14 12:02:53,449   root <class '__main__.car'>
 INFO 2022-10-14 12:30:06,826   root #____________oops concept_________________
 INFO 2022-10-14 12:30:06,826   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 12:30:06,826   root anuj
 INFO 2022-10-14 12:30:06,826   root bandari
 INFO 2022-10-14 12:30:06,826   root anuj@gmail.com
 INFO 2022-10-14 12:30:06,826   root 1996
 INFO 2022-10-14 12:30:06,827   root ______details of the car_____________________________
 INFO 2022-10-14 12:30:06,827   root # here off_roader_var, suv_var, seden_var are the class variable
 INFO 2022-10-14 12:30:06,827   root Force
 INFO 2022-10-14 12:30:06,827   root Gurkha
 INFO 2022-10-14 12:30:06,827   root 4WheelDrive
 INFO 2022-10-14 12:30:06,827   root 14,00,00/-
 INFO 2022-10-14 12:30:06,827   root TopEnd
 INFO 2022-10-14 12:30:06,827   root _______information about suv car__________
 INFO 2022-10-14 12:30:06,827   root Mahendra
 INFO 2022-10-14 12:30:06,827   root xuv500
 INFO 2022-10-14 12:30:06,827   root W10
 INFO 2022-10-14 12:30:06,827   root 22,00,00/-
 INFO 2022-10-14 12:30:06,827   root Diesel
 INFO 2022-10-14 12:30:06,828   root _______information about suv car__________
 INFO 2022-10-14 12:30:06,828   root Maruthi
 INFO 2022-10-14 12:30:06,828   root ciaz
 INFO 2022-10-14 12:30:06,828   root Alpha
 INFO 2022-10-14 12:30:06,828   root 8,99,500
 INFO 2022-10-14 12:30:06,828   root Petrol
 INFO 2022-10-14 12:30:06,828   root <class '__main__.car'>
 INFO 2022-10-14 12:30:50,371   root #____________oops concept_________________
 INFO 2022-10-14 12:30:50,372   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 12:30:50,372   root anuj
 INFO 2022-10-14 12:30:50,372   root bandari
 INFO 2022-10-14 12:30:50,372   root anuj@gmail.com
 INFO 2022-10-14 12:30:50,372   root 1996
 INFO 2022-10-14 12:30:50,372   root ______details of the car_____________________________
 INFO 2022-10-14 12:30:50,372   root # here off_roader_var, suv_var, seden_var are the class variable
 INFO 2022-10-14 12:30:50,372   root Force
 INFO 2022-10-14 12:30:50,372   root Gurkha
 INFO 2022-10-14 12:30:50,372   root 4WheelDrive
 INFO 2022-10-14 12:30:50,372   root 14,00,00/-
 INFO 2022-10-14 12:30:50,372   root TopEnd
 INFO 2022-10-14 12:30:50,372   root _______information about suv car__________
 INFO 2022-10-14 12:30:50,372   root Mahendra
 INFO 2022-10-14 12:30:50,372   root xuv500
 INFO 2022-10-14 12:30:50,372   root W10
 INFO 2022-10-14 12:30:50,372   root 22,00,00/-
 INFO 2022-10-14 12:30:50,372   root Diesel
 INFO 2022-10-14 12:30:50,373   root _______information about suv car__________
 INFO 2022-10-14 12:30:50,373   root Maruthi
 INFO 2022-10-14 12:30:50,373   root ciaz
 INFO 2022-10-14 12:30:50,373   root Alpha
 INFO 2022-10-14 12:30:50,373   root 8,99,500
 INFO 2022-10-14 12:30:50,373   root Petrol
 INFO 2022-10-14 12:30:50,373   root <class '__main__.car'>
 INFO 2022-10-14 12:30:50,373   root Mahendraxuv500
 INFO 2022-10-14 12:31:07,309   root #____________oops concept_________________
 INFO 2022-10-14 12:31:07,309   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 12:31:07,309   root anuj
 INFO 2022-10-14 12:31:07,309   root bandari
 INFO 2022-10-14 12:31:07,309   root anuj@gmail.com
 INFO 2022-10-14 12:31:07,309   root 1996
 INFO 2022-10-14 12:31:07,309   root ______details of the car_____________________________
 INFO 2022-10-14 12:31:07,310   root # here off_roader_var, suv_var, seden_var are the class variable
 INFO 2022-10-14 12:31:07,310   root Force
 INFO 2022-10-14 12:31:07,310   root Gurkha
 INFO 2022-10-14 12:31:07,310   root 4WheelDrive
 INFO 2022-10-14 12:31:07,310   root 14,00,00/-
 INFO 2022-10-14 12:31:07,310   root TopEnd
 INFO 2022-10-14 12:31:07,310   root _______information about suv car__________
 INFO 2022-10-14 12:31:07,310   root Mahendra
 INFO 2022-10-14 12:31:07,310   root xuv500
 INFO 2022-10-14 12:31:07,311   root W10
 INFO 2022-10-14 12:31:07,311   root 22,00,00/-
 INFO 2022-10-14 12:31:07,311   root Diesel
 INFO 2022-10-14 12:31:07,311   root _______information about suv car__________
 INFO 2022-10-14 12:31:07,311   root Maruthi
 INFO 2022-10-14 12:31:07,311   root ciaz
 INFO 2022-10-14 12:31:07,311   root Alpha
 INFO 2022-10-14 12:31:07,311   root 8,99,500
 INFO 2022-10-14 12:31:07,311   root Petrol
 INFO 2022-10-14 12:31:07,311   root <class '__main__.car'>
 INFO 2022-10-14 12:31:07,311   root Mahendraxuv500
 INFO 2022-10-14 12:31:26,621   root #____________oops concept_________________
 INFO 2022-10-14 12:31:26,622   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 12:31:26,622   root anuj
 INFO 2022-10-14 12:31:26,622   root bandari
 INFO 2022-10-14 12:31:26,622   root anuj@gmail.com
 INFO 2022-10-14 12:31:26,622   root 1996
 INFO 2022-10-14 12:31:26,622   root ______details of the car_____________________________
 INFO 2022-10-14 12:31:26,622   root # here off_roader_var, suv_var, seden_var are the class variable
 INFO 2022-10-14 12:31:26,622   root Force
 INFO 2022-10-14 12:31:26,622   root Gurkha
 INFO 2022-10-14 12:31:26,622   root 4WheelDrive
 INFO 2022-10-14 12:31:26,622   root 14,00,00/-
 INFO 2022-10-14 12:31:26,622   root TopEnd
 INFO 2022-10-14 12:31:26,622   root _______information about suv car__________
 INFO 2022-10-14 12:31:26,622   root Mahendra
 INFO 2022-10-14 12:31:26,622   root xuv500
 INFO 2022-10-14 12:31:26,622   root W10
 INFO 2022-10-14 12:31:26,622   root 22,00,00/-
 INFO 2022-10-14 12:31:26,623   root Diesel
 INFO 2022-10-14 12:31:26,623   root _______information about suv car__________
 INFO 2022-10-14 12:31:26,623   root Maruthi
 INFO 2022-10-14 12:31:26,623   root ciaz
 INFO 2022-10-14 12:31:26,623   root Alpha
 INFO 2022-10-14 12:31:26,623   root 8,99,500
 INFO 2022-10-14 12:31:26,623   root Petrol
 INFO 2022-10-14 12:31:26,623   root <class '__main__.car'>
 INFO 2022-10-14 12:31:26,623   root Mahendra xuv500
 INFO 2022-10-14 12:33:55,288   root #____________oops concept_________________
 INFO 2022-10-14 12:33:55,288   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 12:33:55,288   root anuj
 INFO 2022-10-14 12:33:55,288   root bandari
 INFO 2022-10-14 12:33:55,288   root anuj@gmail.com
 INFO 2022-10-14 12:33:55,288   root 1996
 INFO 2022-10-14 12:33:55,288   root ______details of the car_____________________________
 INFO 2022-10-14 12:33:55,288   root # here off_roader_var, suv_var, seden_var are the class variable
 INFO 2022-10-14 12:33:55,289   root Force
 INFO 2022-10-14 12:33:55,289   root Gurkha
 INFO 2022-10-14 12:33:55,289   root 4WheelDrive
 INFO 2022-10-14 12:33:55,289   root 14,00,00/-
 INFO 2022-10-14 12:33:55,289   root TopEnd
 INFO 2022-10-14 12:33:55,289   root _______information about suv car__________
 INFO 2022-10-14 12:33:55,289   root Mahendra
 INFO 2022-10-14 12:33:55,289   root xuv500
 INFO 2022-10-14 12:33:55,289   root W10
 INFO 2022-10-14 12:33:55,289   root 22,00,00/-
 INFO 2022-10-14 12:33:55,289   root Diesel
 INFO 2022-10-14 12:33:55,289   root _______information about suv car__________
 INFO 2022-10-14 12:33:55,289   root Maruthi
 INFO 2022-10-14 12:33:55,289   root ciaz
 INFO 2022-10-14 12:33:55,289   root Alpha
 INFO 2022-10-14 12:33:55,289   root 8,99,500
 INFO 2022-10-14 12:33:55,289   root Petrol
 INFO 2022-10-14 12:33:55,289   root <class '__main__.car'>
 INFO 2022-10-14 12:33:55,289   root #______Here we are performing concatenation operation_________
 INFO 2022-10-14 12:33:55,289   root Mahendra xuv500
 INFO 2022-10-14 12:34:39,237   root #____________oops concept_________________
 INFO 2022-10-14 12:34:39,238   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 12:34:39,238   root anuj
 INFO 2022-10-14 12:34:39,238   root bandari
 INFO 2022-10-14 12:34:39,238   root anuj@gmail.com
 INFO 2022-10-14 12:34:39,238   root 1996
 INFO 2022-10-14 12:34:39,238   root ______details of the car_____________________________
 INFO 2022-10-14 12:34:39,238   root # here off_roader_var, suv_var, seden_var are the class variable
 INFO 2022-10-14 12:34:39,238   root Force
 INFO 2022-10-14 12:34:39,238   root Gurkha
 INFO 2022-10-14 12:34:39,238   root 4WheelDrive
 INFO 2022-10-14 12:34:39,238   root 14,00,00/-
 INFO 2022-10-14 12:34:39,238   root TopEnd
 INFO 2022-10-14 12:34:39,238   root _______information about suv car__________
 INFO 2022-10-14 12:34:39,238   root Mahendra
 INFO 2022-10-14 12:34:39,239   root xuv500
 INFO 2022-10-14 12:34:39,239   root W10
 INFO 2022-10-14 12:34:39,239   root 22,00,00/-
 INFO 2022-10-14 12:34:39,239   root Diesel
 INFO 2022-10-14 12:34:39,239   root _______information about suv car__________
 INFO 2022-10-14 12:34:39,239   root Maruthi
 INFO 2022-10-14 12:34:39,239   root ciaz
 INFO 2022-10-14 12:34:39,240   root Alpha
 INFO 2022-10-14 12:34:39,240   root 8,99,500
 INFO 2022-10-14 12:34:39,241   root Petrol
 INFO 2022-10-14 12:34:39,241   root <class '__main__.car'>
 INFO 2022-10-14 12:34:39,241   root #______Here we are performing concatenation operation_________
 INFO 2022-10-14 12:34:39,241   root Mahendra xuv500
 INFO 2022-10-14 12:34:39,241   root ---------------------------------------
 INFO 2022-10-14 12:35:24,244   root #____________oops concept_________________
 INFO 2022-10-14 12:35:24,244   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 12:35:24,244   root anuj
 INFO 2022-10-14 12:35:24,244   root bandari
 INFO 2022-10-14 12:35:24,244   root anuj@gmail.com
 INFO 2022-10-14 12:35:24,244   root 1996
 INFO 2022-10-14 12:35:24,244   root ______details of the car_____________________________
 INFO 2022-10-14 12:35:24,244   root # here off_roader_var, suv_var, seden_var are the class variable
 INFO 2022-10-14 12:35:24,244   root Force
 INFO 2022-10-14 12:35:24,244   root Gurkha
 INFO 2022-10-14 12:35:24,244   root 4WheelDrive
 INFO 2022-10-14 12:35:24,244   root 14,00,00/-
 INFO 2022-10-14 12:35:24,244   root TopEnd
 INFO 2022-10-14 12:35:24,244   root _______information about suv car__________
 INFO 2022-10-14 12:35:24,244   root Mahendra
 INFO 2022-10-14 12:35:24,244   root xuv500
 INFO 2022-10-14 12:35:24,245   root W10
 INFO 2022-10-14 12:35:24,245   root 22,00,00/-
 INFO 2022-10-14 12:35:24,245   root Diesel
 INFO 2022-10-14 12:35:24,245   root _______information about suv car__________
 INFO 2022-10-14 12:35:24,245   root Maruthi
 INFO 2022-10-14 12:35:24,245   root ciaz
 INFO 2022-10-14 12:35:24,245   root Alpha
 INFO 2022-10-14 12:35:24,245   root 8,99,500
 INFO 2022-10-14 12:35:24,245   root Petrol
 INFO 2022-10-14 12:35:24,245   root <class '__main__.car'>
 INFO 2022-10-14 12:35:24,245   root #______Here we are performing concatenation operation_________
 INFO 2022-10-14 12:35:24,245   root Mahendra xuv500
 INFO 2022-10-14 12:35:24,245   root ---------------------------------------
 INFO 2022-10-14 12:35:24,245   root naveenAdep
 INFO 2022-10-14 12:35:38,675   root #____________oops concept_________________
 INFO 2022-10-14 12:35:38,675   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 12:35:38,675   root anuj
 INFO 2022-10-14 12:35:38,675   root bandari
 INFO 2022-10-14 12:35:38,675   root anuj@gmail.com
 INFO 2022-10-14 12:35:38,675   root 1996
 INFO 2022-10-14 12:35:38,675   root ______details of the car_____________________________
 INFO 2022-10-14 12:35:38,675   root # here off_roader_var, suv_var, seden_var are the class variable
 INFO 2022-10-14 12:35:38,675   root Force
 INFO 2022-10-14 12:35:38,675   root Gurkha
 INFO 2022-10-14 12:35:38,675   root 4WheelDrive
 INFO 2022-10-14 12:35:38,675   root 14,00,00/-
 INFO 2022-10-14 12:35:38,675   root TopEnd
 INFO 2022-10-14 12:35:38,676   root _______information about suv car__________
 INFO 2022-10-14 12:35:38,676   root Mahendra
 INFO 2022-10-14 12:35:38,676   root xuv500
 INFO 2022-10-14 12:35:38,676   root W10
 INFO 2022-10-14 12:35:38,676   root 22,00,00/-
 INFO 2022-10-14 12:35:38,676   root Diesel
 INFO 2022-10-14 12:35:38,676   root _______information about suv car__________
 INFO 2022-10-14 12:35:38,676   root Maruthi
 INFO 2022-10-14 12:35:38,676   root ciaz
 INFO 2022-10-14 12:35:38,676   root Alpha
 INFO 2022-10-14 12:35:38,676   root 8,99,500
 INFO 2022-10-14 12:35:38,676   root Petrol
 INFO 2022-10-14 12:35:38,676   root <class '__main__.car'>
 INFO 2022-10-14 12:35:38,676   root #______Here we are performing concatenation operation_________
 INFO 2022-10-14 12:35:38,676   root Mahendra xuv500
 INFO 2022-10-14 12:35:38,676   root ---------------------------------------
 INFO 2022-10-14 12:35:38,676   root naveen Adep
 INFO 2022-10-14 12:53:50,519   root #____________oops concept_________________
 INFO 2022-10-14 12:53:50,527   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 12:53:50,527   root anuj
 INFO 2022-10-14 12:53:50,527   root bandari
 INFO 2022-10-14 12:53:50,527   root anuj@gmail.com
 INFO 2022-10-14 12:53:50,527   root 1996
 INFO 2022-10-14 12:58:25,572   root #____________oops concept_________________
 INFO 2022-10-14 12:58:25,573   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 12:58:25,573   root 26
 INFO 2022-10-14 12:58:25,573   root anuj
 INFO 2022-10-14 12:58:25,573   root bandari
 INFO 2022-10-14 12:58:25,573   root anuj@gmail.com
 INFO 2022-10-14 12:58:25,573   root 1996
 INFO 2022-10-14 12:58:25,573   root ______details of the car_____________________________
 INFO 2022-10-14 12:58:25,573   root # here off_roader_var, suv_var, seden_var are the class variable
 INFO 2022-10-14 12:58:25,573   root Force
 INFO 2022-10-14 12:58:25,574   root Gurkha
 INFO 2022-10-14 12:58:25,574   root 4WheelDrive
 INFO 2022-10-14 12:58:25,574   root 14,00,00/-
 INFO 2022-10-14 12:58:25,574   root TopEnd
 INFO 2022-10-14 12:58:25,574   root _______information about suv car__________
 INFO 2022-10-14 12:58:25,574   root Mahendra
 INFO 2022-10-14 12:58:25,574   root xuv500
 INFO 2022-10-14 12:58:25,574   root W10
 INFO 2022-10-14 12:58:25,574   root 22,00,00/-
 INFO 2022-10-14 12:58:25,574   root Diesel
 INFO 2022-10-14 12:58:25,574   root _______information about suv car__________
 INFO 2022-10-14 12:58:25,574   root Maruthi
 INFO 2022-10-14 12:58:25,575   root ciaz
 INFO 2022-10-14 12:58:25,575   root Alpha
 INFO 2022-10-14 12:58:25,575   root 8,99,500
 INFO 2022-10-14 12:58:25,575   root Petrol
 INFO 2022-10-14 12:58:25,575   root <class '__main__.car'>
 INFO 2022-10-14 12:58:25,575   root #______Here we are performing concatenation operation_________
 INFO 2022-10-14 12:58:25,575   root Mahendra xuv500
 INFO 2022-10-14 12:58:25,575   root ---------------------------------------
 INFO 2022-10-14 12:58:25,575   root This is the basic information for concatenation operation
 INFO 2022-10-14 12:58:25,575   root naveen Adep
 INFO 2022-10-14 13:03:31,098   root #____________oops concept_________________
 INFO 2022-10-14 13:03:31,098   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 13:04:16,328   root #____________oops concept_________________
 INFO 2022-10-14 13:04:16,328   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 13:04:16,328   root 26
 INFO 2022-10-14 13:04:32,866   root #____________oops concept_________________
 INFO 2022-10-14 13:04:32,866   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 13:04:32,867   root 26
 INFO 2022-10-14 13:04:58,252   root #____________oops concept_________________
 INFO 2022-10-14 13:04:58,252   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 13:04:58,252   root 26
 INFO 2022-10-14 13:05:10,564   root #____________oops concept_________________
 INFO 2022-10-14 13:05:10,565   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 13:05:10,565   root 26
 INFO 2022-10-14 13:05:24,640   root #____________oops concept_________________
 INFO 2022-10-14 13:05:24,641   root init is the  initialization of a particular variable to a classes , is known as constructor
 INFO 2022-10-14 13:05:24,641   root 26
